,state,district,year,dyid,nitrate,sdp,outlier,gini
2639,CG,dhamtari,2006,Dhamtari2006,10.533334,107524,0,0.3
2640,CG,dhamtari,2007,Dhamtari2007,15.0,116215,0,0.3
2641,CG,dhamtari,2008,Dhamtari2008,7.8812499,123840,0,0.3
2642,CG,dhamtari,2009,Dhamtari2009,9.5,127278,0,0.3
2644,CG,dhamtari,2011,Dhamtari2011,25.0,142273,0,0.3
2645,CG,dhamtari,2012,Dhamtari2012,19.152632,148760,0,0.3
2646,CG,dhamtari,2013,Dhamtari2013,14.04375,163494,0,0.3
2651,CG,dhamtari,2018,Dhamtari2018,0.0,209211,0,0.3
2657,JH,dhanbad,2005,Dhanbad2005,37.0,94535,0,0.34
2664,JH,dhanbad,2012,Dhanbad2012,63.712502,149526,0,0.34
2665,JH,dhanbad,2013,Dhanbad2013,21.992001,150609,0,0.34
2670,JH,dhanbad,2018,Dhanbad2018,0.0,208701,0,0.34
2671,MP,dhar,2000,Dhar2000,25.272728,162796,0,0.24
2672,MP,dhar,2001,Dhar2001,47.333332,174443,0,0.24
2673,MP,dhar,2002,Dhar2002,40.801819,165346,0,0.24
2675,MP,dhar,2004,Dhar2004,70.545456,180818,0,0.24
2676,MP,dhar,2005,Dhar2005,36.0,189928,0,0.24
2677,MP,dhar,2006,Dhar2006,39.73077,207243,0,0.24
2678,MP,dhar,2007,Dhar2007,45.174286,217036,0,0.24
2679,MP,dhar,2008,Dhar2008,70.884613,244476,0,0.24
2680,MP,dhar,2009,Dhar2009,33.727272,267651,0,0.24
2681,MP,dhar,2010,Dhar2010,63.526318,281705,0,0.24
2682,MP,dhar,2011,Dhar2011,49.549091,282371,0,0.24
2683,MP,dhar,2012,Dhar2012,80.125,306853,0,0.24
2684,MP,dhar,2013,Dhar2013,52.416668,322598,0,0.24
2685,MP,dhar,2014,Dhar2014,52.639999,339247,0,0.24
2686,MP,dhar,2015,Dhar2015,65.625,370716,0,0.24
2687,MP,dhar,2016,Dhar2016,38.279999,419465,0,0.24
2688,MP,dhar,2017,Dhar2017,39.692307,441956,0,0.24
2689,MP,dhar,2018,Dhar2018,50.68,482361,0,0.24
2690,TN,dharmapuri,2000,Dharmapuri2000,39.333332,347192,0,0.32
2691,TN,dharmapuri,2001,Dharmapuri2001,26.916666,340466,0,0.32
2692,TN,dharmapuri,2002,Dharmapuri2002,53.900002,342169,0,0.32
2694,TN,dharmapuri,2004,Dharmapuri2004,113.0,355389,0,0.32
2695,TN,dharmapuri,2005,Dharmapuri2005,11.942857,406671,0,0.32
2696,TN,dharmapuri,2006,Dharmapuri2006,79.916664,470351,0,0.32
2697,TN,dharmapuri,2007,Dharmapuri2007,80.571426,499814,0,0.32
2699,TN,dharmapuri,2009,Dharmapuri2009,63.563637,581337,0,0.32
2700,TN,dharmapuri,2010,Dharmapuri2010,101.75,660622,0,0.32
2701,TN,dharmapuri,2011,Dharmapuri2011,272.0,674478,1,0.32
2702,TN,dharmapuri,2012,Dharmapuri2012,91.0,709343,0,0.32
2703,TN,dharmapuri,2013,Dharmapuri2013,64.714287,750416,0,0.32
2704,TN,dharmapuri,2014,Dharmapuri2014,67.072723,791915,0,0.32
2705,TN,dharmapuri,2015,Dharmapuri2015,105.125,862437,0,0.32
2706,TN,dharmapuri,2016,Dharmapuri2016,47.111111,922084,0,0.32
2707,TN,dharmapuri,2017,Dharmapuri2017,64.0,1000308,0,0.32
2708,TN,dharmapuri,2018,Dharmapuri2018,126.88667,1071602,0,0.32
2711,KA,dharwad,2002,Dharwad2002,68.333336,349364,0,0.34
2712,KA,dharwad,2003,Dharwad2003,116.54166,356168,0,0.34
2713,KA,dharwad,2004,Dharwad2004,53.0,355688,0,0.34
2714,KA,dharwad,2005,Dharwad2005,43.700001,392283,0,0.34
2715,KA,dharwad,2006,Dharwad2006,165.81818,433070,1,0.34
2716,KA,dharwad,2007,Dharwad2007,114.76923,487415,0,0.34
2719,KA,dharwad,2010,Dharwad2010,129.55556,575918,0,0.34
2721,KA,dharwad,2012,Dharwad2012,70.25,593192,0,0.34
2722,KA,dharwad,2013,Dharwad2013,98.139999,646787,0,0.34
2723,KA,dharwad,2014,Dharwad2014,36.450001,671283,0,0.34
2725,KA,dharwad,2016,Dharwad2016,86.212624,851394,0,0.34
2726,KA,dharwad,2017,Dharwad2017,93.588234,915642,0,0.34
2727,KA,dharwad,2018,Dharwad2018,55.639736,974815,0,0.34
2728,RJ,dhaulpur,2000,Dhaulpur2000,150.0,192772,1,0.25
2729,RJ,dhaulpur,2001,Dhaulpur2001,199.0,214725,1,0.25
2730,RJ,dhaulpur,2002,Dhaulpur2002,149.5,188930,1,0.25
2732,RJ,dhaulpur,2004,Dhaulpur2004,172.5,227663,1,0.25
2733,RJ,dhaulpur,2005,Dhaulpur2005,13.0,242955,0,0.25
2734,RJ,dhaulpur,2006,Dhaulpur2006,242.0,271552,1,0.25
2735,RJ,dhaulpur,2007,Dhaulpur2007,11.0,283923,0,0.25
2737,RJ,dhaulpur,2009,Dhaulpur2009,106.0,325739,0,0.25
2738,RJ,dhaulpur,2010,Dhaulpur2010,770.0,374666,1,0.25
2739,RJ,dhaulpur,2011,Dhaulpur2011,225.0,395331,1,0.25
2740,RJ,dhaulpur,2012,Dhaulpur2012,46.849998,409802,0,0.25
2741,RJ,dhaulpur,2013,Dhaulpur2013,260.0,434292,1,0.25
2742,RJ,dhaulpur,2014,Dhaulpur2014,202.5,465408,1,0.25
2743,RJ,dhaulpur,2015,Dhaulpur2015,35.0,501922,0,0.25
2744,RJ,dhaulpur,2016,Dhaulpur2016,165.0,529650,1,0.25
2745,RJ,dhaulpur,2017,Dhaulpur2017,1.3200001,557618,0,0.25
2746,RJ,dhaulpur,2018,Dhaulpur2018,36.0,568102,0,0.25
2757,AS,dhemaji,2010,Dhemaji2010,1.05,127307,0,0.18
2760,AS,dhemaji,2013,Dhemaji2013,2.4499998,138725,0,0.18
2761,AS,dhemaji,2014,Dhemaji2014,2.0,146425,0,0.18
2762,AS,dhemaji,2015,Dhemaji2015,2.4037499,167629,0,0.18
2763,AS,dhemaji,2016,Dhemaji2016,1.0125,179632,0,0.18
2764,AS,dhemaji,2017,Dhemaji2017,1.9,195262,0,0.18
2765,AS,dhemaji,2018,Dhemaji2018,3.7633834,204627,0,0.18
2766,OD,dhenkanal,2000,Dhenkanal2000,15.084,108601,0,0.24
2768,OD,dhenkanal,2002,Dhenkanal2002,30.243668,114385,0,0.24
2769,OD,dhenkanal,2003,Dhenkanal2003,16.895882,131087,0,0.24
2770,OD,dhenkanal,2004,Dhenkanal2004,15.171429,141908,0,0.24
2784,OD,dhenkanal,2018,Dhenkanal2018,0.0,338339,0,0.24
2785,RJ,dholpur,2000,Dholpur2000,59.375,192772,0,0.25
2786,RJ,dholpur,2001,Dholpur2001,78.846153,214725,0,0.25
2787,RJ,dholpur,2002,Dholpur2002,39.666668,188930,0,0.25
2789,RJ,dholpur,2004,Dholpur2004,69.727272,227663,0,0.25
2790,RJ,dholpur,2005,Dholpur2005,31.518183,242955,0,0.25
2791,RJ,dholpur,2006,Dholpur2006,87.631432,271552,0,0.25
2792,RJ,dholpur,2007,Dholpur2007,86.025002,283923,0,0.25
2793,RJ,dholpur,2008,Dholpur2008,13.0,307800,0,0.25
2794,RJ,dholpur,2009,Dholpur2009,26.799999,325739,0,0.25
2795,RJ,dholpur,2010,Dholpur2010,25.200001,374666,0,0.25
2796,RJ,dholpur,2011,Dholpur2011,94.406998,395331,0,0.25
2797,RJ,dholpur,2012,Dholpur2012,106.99158,409802,0,0.25
2798,RJ,dholpur,2013,Dholpur2013,113.33334,434292,0,0.25
2799,RJ,dholpur,2014,Dholpur2014,40.720001,465408,0,0.25
2800,RJ,dholpur,2015,Dholpur2015,113.54546,501922,0,0.25
2801,RJ,dholpur,2016,Dholpur2016,143.26666,529650,0,0.25
2802,RJ,dholpur,2017,Dholpur2017,25.16,557618,0,0.25
2803,RJ,dholpur,2018,Dholpur2018,22.85,568102,0,0.25
2814,AS,dhubri,2010,Dhubri2010,0.85000002,127307,0,0.24
2817,AS,dhubri,2013,Dhubri2013,0.75,138725,0,0.24
2818,AS,dhubri,2014,Dhubri2014,2.54,146425,0,0.24
2819,AS,dhubri,2015,Dhubri2015,7.4499998,167629,0,0.24
2820,AS,dhubri,2016,Dhubri2016,1.2529411,179632,0,0.24
2822,AS,dhubri,2018,Dhubri2018,1.7334714,204627,0,0.24
2823,MH,dhule,2000,Dhule2000,28.236364,558786,0,0.24
2824,MH,dhule,2001,Dhule2001,89.5625,578527,0,0.24
2825,MH,dhule,2002,Dhule2002,25.85,618422,0,0.24
2827,MH,dhule,2004,Dhule2004,114.54546,632587,0,0.24
2828,MH,dhule,2005,Dhule2005,80.235291,724237,0,0.24
2829,MH,dhule,2006,Dhule2006,80.300003,823993,0,0.24
2830,MH,dhule,2007,Dhule2007,96.0,919898,0,0.24
2831,MH,dhule,2008,Dhule2008,88.625557,934347,0,0.24
2832,MH,dhule,2009,Dhule2009,60.777779,1024622,0,0.24
2833,MH,dhule,2010,Dhule2010,78.095238,1141365,0,0.24
2834,MH,dhule,2011,Dhule2011,78.583336,1126595,0,0.24
2835,MH,dhule,2012,Dhule2012,33.196468,1189711,0,0.24
2837,MH,dhule,2014,Dhule2014,31.655172,1345341,0,0.24
2839,MH,dhule,2016,Dhule2016,36.227272,1596121,0,0.24
2840,MH,dhule,2017,Dhule2017,81.478264,1661065,0,0.24
2841,MH,dhule,2018,Dhule2018,37.916668,1728578,0,0.24
2852,AS,dibrugarh,2010,Dibrugarh2010,4.3000002,127307,0,0.27
2854,AS,dibrugarh,2012,Dibrugarh2012,5.666667,132518,0,0.27
2855,AS,dibrugarh,2013,Dibrugarh2013,3.48,138725,0,0.27
2856,AS,dibrugarh,2014,Dibrugarh2014,1.1500001,146425,0,0.27
2858,AS,dibrugarh,2016,Dibrugarh2016,1.1846154,179632,0,0.27
2859,AS,dibrugarh,2017,Dibrugarh2017,0.65509999,195262,0,0.27
2860,AS,dibrugarh,2018,Dibrugarh2018,6.9022503,204627,0,0.27
2875,NL,dimapur,2014,Dimapur2014,2.76,12406,0,0.24
2876,NL,dimapur,2015,Dimapur2015,0.85000002,12600,0,0.24
2877,NL,dimapur,2016,Dimapur2016,2.7882354,13488,0,0.24
2880,WB,dinajpur dakshin,2000,Dinajpur Dakshin2000,9.3999996,274556,0,0.24
2881,WB,dinajpur dakshin,2001,Dinajpur Dakshin2001,18.75,294382,0,0.24
2882,WB,dinajpur dakshin,2002,Dinajpur Dakshin2002,6.8000002,304701,0,0.24
2884,WB,dinajpur dakshin,2004,Dinajpur Dakshin2004,36.452499,323618,0,0.24
2885,WB,dinajpur dakshin,2005,Dinajpur Dakshin2005,2.0999999,343994,0,0.24
2886,WB,dinajpur dakshin,2006,Dinajpur Dakshin2006,2.2928572,370995,0,0.24
2887,WB,dinajpur dakshin,2007,Dinajpur Dakshin2007,1.848,399859,0,0.24
2889,WB,dinajpur dakshin,2009,Dinajpur Dakshin2009,6.3166666,448279,0,0.24
2892,WB,dinajpur dakshin,2012,Dinajpur Dakshin2012,4.4000001,492901,0,0.24
2893,WB,dinajpur dakshin,2013,Dinajpur Dakshin2013,12.31,503952,0,0.24
2896,WB,dinajpur dakshin,2016,Dinajpur Dakshin2016,4.6285715,584911,0,0.24
2897,WB,dinajpur dakshin,2017,Dinajpur Dakshin2017,8.6750002,623787,0,0.24
2898,WB,dinajpur dakshin,2018,Dinajpur Dakshin2018,3.4736364,659288,0,0.24
2899,WB,dinajpur uttar,2000,Dinajpur Uttar2000,22.763636,274556,0,0.28
2900,WB,dinajpur uttar,2001,Dinajpur Uttar2001,24.969999,294382,0,0.28
2901,WB,dinajpur uttar,2002,Dinajpur Uttar2002,9.9746666,304701,0,0.28
2903,WB,dinajpur uttar,2004,Dinajpur Uttar2004,7.5799999,323618,0,0.28
2904,WB,dinajpur uttar,2005,Dinajpur Uttar2005,46.0,343994,0,0.28
2905,WB,dinajpur uttar,2006,Dinajpur Uttar2006,6.4000001,370995,0,0.28
2906,WB,dinajpur uttar,2007,Dinajpur Uttar2007,6.4727273,399859,0,0.28
2908,WB,dinajpur uttar,2009,Dinajpur Uttar2009,5.0599999,448279,0,0.28
2911,WB,dinajpur uttar,2012,Dinajpur Uttar2012,26.6,492901,0,0.28
2912,WB,dinajpur uttar,2013,Dinajpur Uttar2013,44.860001,503952,0,0.28
2915,WB,dinajpur uttar,2016,Dinajpur Uttar2016,2.8800001,584911,0,0.28
2916,WB,dinajpur uttar,2017,Dinajpur Uttar2017,14.594118,623787,0,0.28
2917,WB,dinajpur uttar,2018,Dinajpur Uttar2018,1.6628572,659288,0,0.28
2918,TN,dindigul,2000,Dindigul2000,206.10001,347192,1,0.28
2919,TN,dindigul,2001,Dindigul2001,115.34615,340466,0,0.28
2920,TN,dindigul,2002,Dindigul2002,43.384617,342169,0,0.28
2922,TN,dindigul,2004,Dindigul2004,168.3125,355389,1,0.28
2923,TN,dindigul,2005,Dindigul2005,119.55556,406671,0,0.28
2924,TN,dindigul,2006,Dindigul2006,120.66666,470351,0,0.28
2925,TN,dindigul,2007,Dindigul2007,85.111115,499814,0,0.28
2927,TN,dindigul,2009,Dindigul2009,83.75,581337,0,0.28
2928,TN,dindigul,2010,Dindigul2010,74.800003,660622,0,0.28
2929,TN,dindigul,2011,Dindigul2011,23.636364,674478,0,0.28
2930,TN,dindigul,2012,Dindigul2012,100.1,709343,0,0.28
2931,TN,dindigul,2013,Dindigul2013,144.81818,750416,0,0.28
2932,TN,dindigul,2014,Dindigul2014,26.25,791915,0,0.28
2933,TN,dindigul,2015,Dindigul2015,21.363636,862437,0,0.28
2934,TN,dindigul,2016,Dindigul2016,69.379311,922084,0,0.28
2935,TN,dindigul,2017,Dindigul2017,36.200001,1000308,0,0.28
2936,TN,dindigul,2018,Dindigul2018,76.653107,1071602,0,0.28
2938,MP,dindori,2001,Dindori2001,9.7377777,174443,0,0.22
2939,MP,dindori,2002,Dindori2002,15.555555,165346,0,0.22
2941,MP,dindori,2004,Dindori2004,19.766666,180818,0,0.22
2942,MP,dindori,2005,Dindori2005,13.8,189928,0,0.22
2944,MP,dindori,2007,Dindori2007,23.76923,217036,0,0.22
2946,MP,dindori,2009,Dindori2009,32.909092,267651,0,0.22
2947,MP,dindori,2010,Dindori2010,19.799999,281705,0,0.22
2948,MP,dindori,2011,Dindori2011,17.727272,282371,0,0.22
2949,MP,dindori,2012,Dindori2012,24.200001,306853,0,0.22
2950,MP,dindori,2013,Dindori2013,22.0,322598,0,0.22
2951,MP,dindori,2014,Dindori2014,18.4,339247,0,0.22
2952,MP,dindori,2015,Dindori2015,16.571428,370716,0,0.22
2953,MP,dindori,2016,Dindori2016,21.133333,419465,0,0.22
2954,MP,dindori,2017,Dindori2017,26.647058,441956,0,0.22
2955,MP,dindori,2018,Dindori2018,20.125,482361,0,0.22
3006,JH,dumka,2012,Dumka2012,25.872726,149526,0,0.23
3007,JH,dumka,2013,Dumka2013,23.698,150609,0,0.23
3013,RJ,dungarpur,2000,Dungarpur2000,21.211819,192772,0,0.24
3014,RJ,dungarpur,2001,Dungarpur2001,41.138462,214725,0,0.24
3015,RJ,dungarpur,2002,Dungarpur2002,64.708122,188930,0,0.24
3017,RJ,dungarpur,2004,Dungarpur2004,39.333332,227663,0,0.24
3018,RJ,dungarpur,2005,Dungarpur2005,25.166666,242955,0,0.24
3019,RJ,dungarpur,2006,Dungarpur2006,57.933887,271552,0,0.24
3020,RJ,dungarpur,2007,Dungarpur2007,47.983334,283923,0,0.24
3021,RJ,dungarpur,2008,Dungarpur2008,34.636364,307800,0,0.24
3022,RJ,dungarpur,2009,Dungarpur2009,27.4625,325739,0,0.24
3023,RJ,dungarpur,2010,Dungarpur2010,42.242859,374666,0,0.24
3024,RJ,dungarpur,2011,Dungarpur2011,35.874222,395331,0,0.24
3025,RJ,dungarpur,2012,Dungarpur2012,21.97625,409802,0,0.24
3026,RJ,dungarpur,2013,Dungarpur2013,49.259167,434292,0,0.24
3027,RJ,dungarpur,2014,Dungarpur2014,34.42857,465408,0,0.24
3028,RJ,dungarpur,2015,Dungarpur2015,42.3125,501922,0,0.24
3029,RJ,dungarpur,2016,Dungarpur2016,32.666668,529650,0,0.24
3030,RJ,dungarpur,2017,Dungarpur2017,26.108572,557618,0,0.24
3031,RJ,dungarpur,2018,Dungarpur2018,25.622667,568102,0,0.24
3036,CG,durg,2004,Durg2004,12.4,88886,0,0.36
3037,CG,durg,2005,Durg2005,21.888889,90338,0,0.36
3038,CG,durg,2006,Durg2006,13.666667,107524,0,0.36
3039,CG,durg,2007,Durg2007,20.238094,116215,0,0.36
3040,CG,durg,2008,Durg2008,22.770269,123840,0,0.36
3041,CG,durg,2009,Durg2009,12.063637,127278,0,0.36
3043,CG,durg,2011,Durg2011,4.0,142273,0,0.36
3044,CG,durg,2012,Durg2012,27.862223,148760,0,0.36
3045,CG,durg,2013,Durg2013,10.4,163494,0,0.36
3050,CG,durg,2018,Durg2018,0.0,209211,0,0.36
3061,ML,east garo hills,2010,East Garo Hills2010,2.7,16407,0,0.17
3065,ML,east garo hills,2014,East Garo Hills2014,3.1666667,17893,0,0.17
3066,ML,east garo hills,2015,East Garo Hills2015,3.2666667,18330,0,0.17
3067,ML,east garo hills,2016,East Garo Hills2016,2.0818181,19295,0,0.17
3069,ML,east garo hills,2018,East Garo Hills2018,1.3928889,20968,0,0.17
3070,AP,east godavari,2000,East Godavari2000,52.599998,181335,0,0.28
3072,AP,east godavari,2002,East Godavari2002,65.817856,193873,0,0.28
3074,AP,east godavari,2004,East Godavari2004,62.166668,216304,0,0.28
3075,AP,east godavari,2005,East Godavari2005,56.038124,228353,0,0.28
3076,AP,east godavari,2006,East Godavari2006,83.599998,252338,0,0.28
3077,AP,east godavari,2007,East Godavari2007,86.0,283807,0,0.28
3078,AP,east godavari,2008,East Godavari2008,41.472691,291061,0,0.28
3079,AP,east godavari,2009,East Godavari2009,43.4925,310769,0,0.28
3080,AP,east godavari,2010,East Godavari2010,61.898277,331511,0,0.28
3081,AP,east godavari,2011,East Godavari2011,24.345882,339996,0,0.28
3082,AP,east godavari,2012,East Godavari2012,23.74074,341335,0,0.28
3083,AP,east godavari,2013,East Godavari2013,36.756603,360239,0,0.28
3084,AP,east godavari,2014,East Godavari2014,47.927414,397064,0,0.28
3085,AP,east godavari,2015,East Godavari2015,41.532352,446997,0,0.28
3086,AP,east godavari,2016,East Godavari2016,29.911764,477566,0,0.28
3087,AP,east godavari,2017,East Godavari2017,31.779856,526626,0,0.28
3088,AP,east godavari,2018,East Godavari2018,33.953659,558862,0,0.28
3106,ML,east jaintia hills,2017,East Jaintia Hills2017,0.89999998,19964,0,0.18
3122,ML,east khasi hills,2014,East Khasi Hills2014,3.1500001,17893,0,0.25
3123,ML,east khasi hills,2015,East Khasi Hills2015,0.31,18330,0,0.25
3124,ML,east khasi hills,2016,East Khasi Hills2016,1.9400001,19295,0,0.25
3125,ML,east khasi hills,2017,East Khasi Hills2017,2.3,19964,0,0.25
3126,ML,east khasi hills,2018,East Khasi Hills2018,5.7926373,20968,0,0.25
3127,MP,east nimar,2000,East Nimar2000,33.555557,162796,0,0.23
3128,MP,east nimar,2001,East Nimar2001,33.515625,174443,0,0.23
3129,MP,east nimar,2002,East Nimar2002,59.1875,165346,0,0.23
3131,MP,east nimar,2004,East Nimar2004,97.909088,180818,0,0.23
3132,MP,east nimar,2005,East Nimar2005,68.099998,189928,0,0.23
3133,MP,east nimar,2006,East Nimar2006,77.07692,207243,0,0.23
3134,MP,east nimar,2007,East Nimar2007,89.3125,217036,0,0.23
3135,MP,east nimar,2008,East Nimar2008,49.5,244476,0,0.23
3136,MP,east nimar,2009,East Nimar2009,77.761902,267651,0,0.23
3137,MP,east nimar,2010,East Nimar2010,96.928574,281705,0,0.23
3138,MP,east nimar,2011,East Nimar2011,94.058823,282371,0,0.23
3139,MP,east nimar,2012,East Nimar2012,117.23529,306853,0,0.23
3140,MP,east nimar,2013,East Nimar2013,102.36842,322598,0,0.23
3141,MP,east nimar,2014,East Nimar2014,50.84,339247,0,0.23
3143,MP,east nimar,2016,East Nimar2016,60.666668,419465,0,0.23
3144,MP,east nimar,2017,East Nimar2017,59.931034,441956,0,0.23
3145,MP,east nimar,2018,East Nimar2018,50.384617,482361,0,0.23
3156,AR,east siang,2010,East Siang2010,0.0,9881,0,0.28
3159,AR,east siang,2013,East Siang2013,10.05,11226,0,0.28
3160,AR,east siang,2014,East Siang2014,0.46666667,13082,0,0.28
3161,AR,east siang,2015,East Siang2015,0.21000001,12889,0,0.28
3162,AR,east siang,2016,East Siang2016,2.25,13396,0,0.28
3164,AR,east siang,2018,East Siang2018,4.1269002,14897,0,0.28
3165,DL,east,2000,East2000,14.1075,147862,0,0.34
3167,DL,east,2002,East2002,37.5,165315,0,0.34
3169,DL,east,2004,East2004,3.0,175151,0,0.34
3170,DL,east,2005,East2005,4.5900002,193192,0,0.34
3172,DL,east,2007,East2007,49.959999,241660,0,0.34
3173,DL,east,2008,East2008,54.0,271761,0,0.34
3175,DL,east,2010,East2010,61.442856,318498,0,0.34
3176,KL,ernakulam,2000,Ernakulam2000,5.805263,173359,0,0.42
3177,KL,ernakulam,2001,Ernakulam2001,9.8857145,182021,0,0.42
3178,KL,ernakulam,2002,Ernakulam2002,8.3268423,195338,0,0.42
3180,KL,ernakulam,2004,Ernakulam2004,8.5179167,206464,0,0.42
3183,KL,ernakulam,2007,Ernakulam2007,7.758039,267493,0,0.42
3184,KL,ernakulam,2008,Ernakulam2008,9.0753574,283941,0,0.42
3185,KL,ernakulam,2009,Ernakulam2009,12.471887,309615,0,0.42
3186,KL,ernakulam,2010,Ernakulam2010,7.1354761,329428,0,0.42
3187,KL,ernakulam,2011,Ernakulam2011,5.0677967,328021,0,0.42
3188,KL,ernakulam,2012,Ernakulam2012,9.2261705,348616,0,0.42
3189,KL,ernakulam,2013,Ernakulam2013,10.289452,364707,0,0.42
3190,KL,ernakulam,2014,Ernakulam2014,10.664616,382134,0,0.42
3191,KL,ernakulam,2015,Ernakulam2015,14.444839,411150,0,0.42
3192,KL,ernakulam,2016,Ernakulam2016,13.267858,443615,0,0.42
3193,KL,ernakulam,2017,Ernakulam2017,14.310205,473182,0,0.42
3194,KL,ernakulam,2018,Ernakulam2018,11.598864,510787,0,0.42
3195,TN,erode,2000,Erode2000,104.98077,347192,0,0.31
3196,TN,erode,2001,Erode2001,131.47501,340466,0,0.31
3197,TN,erode,2002,Erode2002,100.76923,342169,0,0.31
3199,TN,erode,2004,Erode2004,98.977776,355389,0,0.31
3200,TN,erode,2005,Erode2005,102.38095,406671,0,0.31
3201,TN,erode,2006,Erode2006,126.005,470351,0,0.31
3202,TN,erode,2007,Erode2007,104.27778,499814,0,0.31
3204,TN,erode,2009,Erode2009,58.375,581337,0,0.31
3206,TN,erode,2011,Erode2011,92.444443,674478,0,0.31
3207,TN,erode,2012,Erode2012,1.0,709343,0,0.31
3208,TN,erode,2013,Erode2013,62.166668,750416,0,0.31
3209,TN,erode,2014,Erode2014,24.777779,791915,0,0.31
3210,TN,erode,2015,Erode2015,61.5625,862437,0,0.31
3211,TN,erode,2016,Erode2016,37.878139,922084,0,0.31
3212,TN,erode,2017,Erode2017,54.967999,1000308,0,0.31
3213,TN,erode,2018,Erode2018,66.965279,1071602,0,0.31
3214,UP,etah,2000,Etah2000,3.0500002,387943,0,0.3
3215,UP,etah,2001,Etah2001,15.0,395002,0,0.3
3216,UP,etah,2002,Etah2002,10.225,407783,0,0.3
3230,UP,etah,2016,Etah2016,6.0,888453,0,0.3
3232,UP,etah,2018,Etah2018,123.0,949184,0,0.3
3233,UP,etawah,2000,Etawah2000,67.0,387943,0,0.21
3234,UP,etawah,2001,Etawah2001,18.040001,395002,0,0.21
3235,UP,etawah,2002,Etawah2002,87.833336,407783,0,0.21
3237,UP,etawah,2004,Etawah2004,15.475,425891,0,0.21
3249,UP,etawah,2016,Etawah2016,11.8275,888453,0,0.21
3251,UP,etawah,2018,Etawah2018,19.0,949184,0,0.21
3252,HR,faridabad,2000,Faridabad2000,37.5,125977,0,0.42
3256,HR,faridabad,2004,Faridabad2004,6.0,157600,0,0.42
3260,HR,faridabad,2008,Faridabad2008,79.739998,222244,0,0.42
3261,HR,faridabad,2009,Faridabad2009,268.39999,250013,1,0.42
3262,HR,faridabad,2010,Faridabad2010,31.200001,266962,0,0.42
3263,HR,faridabad,2011,Faridabad2011,30.200001,271152,0,0.42
3264,HR,faridabad,2012,Faridabad2012,31.333334,289756,0,0.42
3265,HR,faridabad,2013,Faridabad2013,64.199997,314931,0,0.42
3266,HR,faridabad,2014,Faridabad2014,35.833332,333359,0,0.42
3268,HR,faridabad,2016,Faridabad2016,65.777779,412055,0,0.42
3269,HR,faridabad,2017,Faridabad2017,16.75,434407,0,0.42
3270,HR,faridabad,2018,Faridabad2018,108.51428,470328,0,0.42
3271,PB,faridkot,2000,Faridkot2000,232.5,144508,1,0.31
3275,PB,faridkot,2004,Faridkot2004,82.599998,158285,0,0.31
3276,PB,faridkot,2005,Faridkot2005,379.57144,166046,1,0.31
3277,PB,faridkot,2006,Faridkot2006,104.14286,183954,0,0.31
3278,PB,faridkot,2007,Faridkot2007,37.833332,199884,0,0.31
3279,PB,faridkot,2008,Faridkot2008,94.166664,210965,0,0.31
3280,PB,faridkot,2009,Faridkot2009,189.5,224441,1,0.31
3281,PB,faridkot,2010,Faridkot2010,63.533333,238938,0,0.31
3282,PB,faridkot,2011,Faridkot2011,55.833332,239227,0,0.31
3283,PB,faridkot,2012,Faridkot2012,58.377777,251813,0,0.31
3284,PB,faridkot,2013,Faridkot2013,69.371429,267515,0,0.31
3285,PB,faridkot,2014,Faridkot2014,37.0275,278485,0,0.31
3287,PB,faridkot,2016,Faridkot2016,60.680954,315783,0,0.31
3288,PB,faridkot,2017,Faridkot2017,116.55,335057,0,0.31
3289,PB,faridkot,2018,Faridkot2018,39.934544,353942,0,0.31
3290,UP,farrukhabad,2000,Farrukhabad2000,45.700001,387943,0,0.24
3291,UP,farrukhabad,2001,Farrukhabad2001,8.0,395002,0,0.24
3292,UP,farrukhabad,2002,Farrukhabad2002,2.8,407783,0,0.24
3306,UP,farrukhabad,2016,Farrukhabad2016,135.0,888453,0,0.24
3308,UP,farrukhabad,2018,Farrukhabad2018,54.333332,949184,0,0.24
3309,HR,fatehabad,2000,Fatehabad2000,88.0,125977,0,0.3
3313,HR,fatehabad,2004,Fatehabad2004,128.0,157600,0,0.3
3314,HR,fatehabad,2005,Fatehabad2005,69.783333,171837,0,0.3
3315,HR,fatehabad,2006,Fatehabad2006,59.5,191375,0,0.3
3316,HR,fatehabad,2007,Fatehabad2007,27.571428,206356,0,0.3
3317,HR,fatehabad,2008,Fatehabad2008,280.58334,222244,1,0.3
3318,HR,fatehabad,2009,Fatehabad2009,54.650002,250013,0,0.3
3319,HR,fatehabad,2010,Fatehabad2010,19.166666,266962,0,0.3
3320,HR,fatehabad,2011,Fatehabad2011,36.214287,271152,0,0.3
3321,HR,fatehabad,2012,Fatehabad2012,24.700001,289756,0,0.3
3322,HR,fatehabad,2013,Fatehabad2013,31.799999,314931,0,0.3
3323,HR,fatehabad,2014,Fatehabad2014,43.25,333359,0,0.3
3324,HR,fatehabad,2015,Fatehabad2015,216.5,372700,1,0.3
3325,HR,fatehabad,2016,Fatehabad2016,47.799999,412055,0,0.3
3326,HR,fatehabad,2017,Fatehabad2017,17.428572,434407,0,0.3
3327,HR,fatehabad,2018,Fatehabad2018,30.696667,470328,0,0.3
3328,PB,fatehgarh sahib,2000,Fatehgarh Sahib2000,13.166667,144508,0,0.32
