,state,district,year,dyid,nitrate,sdp,outlier,gini
8587,MH,raigad,2009,Raigad2009,8.5,1024622,0,0.27
8588,MH,raigad,2010,Raigad2010,15.0,1141365,0,0.27
8589,MH,raigad,2011,Raigad2011,27.0,1126595,0,0.27
8590,MH,raigad,2012,Raigad2012,20.9,1189711,0,0.27
8592,MH,raigad,2014,Raigad2014,10.0,1345341,0,0.27
8593,MH,raigad,2015,Raigad2015,10.0,1452513,0,0.27
8594,MH,raigad,2016,Raigad2016,7.0,1596121,0,0.27
8595,MH,raigad,2017,Raigad2017,15.5,1661065,0,0.27
8596,MH,raigad,2018,Raigad2018,15.5,1728578,0,0.27
8597,CG,raigarh,2000,Raigarh2000,7.9099998,64411,0,0.27
8598,CG,raigarh,2001,Raigarh2001,7.9047618,73425,0,0.27
8599,CG,raigarh,2002,Raigarh2002,3.652,72183,0,0.27
8601,MH,raigarh,2004,Raigarh2004,15.578431,632587,0,0.27
8602,CG,raigarh,2005,Raigarh2005,26.149,90338,0,0.27
8603,CG,raigarh,2006,Raigarh2006,13.132549,107524,0,0.27
8604,CG,raigarh,2007,Raigarh2007,9.7700005,116215,0,0.27
8605,CG,raigarh,2008,Raigarh2008,10.560416,123840,0,0.27
8606,CG,raigarh,2009,Raigarh2009,8.7600002,127278,0,0.27
8607,CG,raigarh,2010,Raigarh2010,3.5875001,139550,0,0.27
8608,CG,raigarh,2011,Raigarh2011,12.116326,142273,0,0.27
8609,CG,raigarh,2012,Raigarh2012,15.571428,148760,0,0.27
8610,CG,raigarh,2013,Raigarh2013,14.357142,163494,0,0.27
8611,MH,raigarh,2014,Raigarh2014,11.478125,1345341,0,0.27
8612,CG,raigarh,2015,Raigarh2015,12.846154,168879,0,0.27
8613,CG,raigarh,2016,Raigarh2016,8.5172415,187541,0,0.27
8614,MH,raigarh,2017,Raigarh2017,34.313793,1661065,0,0.27
8615,CG,raigarh,2018,Raigarh2018,3.1849315,209211,0,0.27
8620,CG,raipur,2004,Raipur2004,28.405405,88886,0,0.32
8621,CG,raipur,2005,Raipur2005,27.743589,90338,0,0.32
8622,CG,raipur,2006,Raipur2006,21.236841,107524,0,0.32
8623,CG,raipur,2007,Raipur2007,17.135136,116215,0,0.32
8624,CG,raipur,2008,Raipur2008,13.170732,123840,0,0.32
8625,CG,raipur,2009,Raipur2009,21.629999,127278,0,0.32
8628,CG,raipur,2012,Raipur2012,23.042423,148760,0,0.32
8629,CG,raipur,2013,Raipur2013,15.336585,163494,0,0.32
8633,CG,raipur,2017,Raipur2017,0.0,194073,0,0.32
8634,CG,raipur,2018,Raipur2018,0.0,209211,0,0.32
8635,MP,raisen,2000,Raisen2000,78.650002,162796,0,0.28
8636,MP,raisen,2001,Raisen2001,41.700001,174443,0,0.28
8637,MP,raisen,2002,Raisen2002,33.200001,165346,0,0.28
8639,MP,raisen,2004,Raisen2004,35.857059,180818,0,0.28
8640,MP,raisen,2005,Raisen2005,36.923077,189928,0,0.28
8641,MP,raisen,2006,Raisen2006,54.215385,207243,0,0.28
8642,MP,raisen,2007,Raisen2007,9.6884613,217036,0,0.28
8643,MP,raisen,2008,Raisen2008,35.315788,244476,0,0.28
8644,MP,raisen,2009,Raisen2009,38.157894,267651,0,0.28
8645,MP,raisen,2010,Raisen2010,31.049999,281705,0,0.28
8646,MP,raisen,2011,Raisen2011,41.142857,282371,0,0.28
8647,MP,raisen,2012,Raisen2012,38.263157,306853,0,0.28
8648,MP,raisen,2013,Raisen2013,62.95652,322598,0,0.28
8649,MP,raisen,2014,Raisen2014,33.860001,339247,0,0.28
8651,MP,raisen,2016,Raisen2016,30.346153,419465,0,0.28
8652,MP,raisen,2017,Raisen2017,34.592594,441956,0,0.28
8653,MP,raisen,2018,Raisen2018,46.279999,482361,0,0.28
8654,TG,rajanna sircilla,2000,Rajanna Sircilla2000,80.666664,153268,0,0.2
8656,TG,rajanna sircilla,2002,Rajanna Sircilla2002,193.33333,163864,1,0.2
8657,TG,rajanna sircilla,2003,Rajanna Sircilla2003,100.0,179919,0,0.2
8658,TG,rajanna sircilla,2004,Rajanna Sircilla2004,95.0,166301,0,0.2
8660,TG,rajanna sircilla,2006,Rajanna Sircilla2006,148.0,214290,1,0.2
8661,TG,rajanna sircilla,2007,Rajanna Sircilla2007,114.33334,236096,0,0.2
8662,TG,rajanna sircilla,2008,Rajanna Sircilla2008,908.0,268272,1,0.2
8663,TG,rajanna sircilla,2009,Rajanna Sircilla2009,151.33333,268998,1,0.2
8664,TG,rajanna sircilla,2010,Rajanna Sircilla2010,142.66667,316560,0,0.2
8665,TG,rajanna sircilla,2011,Rajanna Sircilla2011,125.0,325139,0,0.2
8666,TG,rajanna sircilla,2012,Rajanna Sircilla2012,71.5,334205,0,0.2
8667,TG,rajanna sircilla,2013,Rajanna Sircilla2013,99.666664,349593,0,0.2
8668,TG,rajanna sircilla,2014,Rajanna Sircilla2014,130.5,372897,0,0.2
8669,TG,rajanna sircilla,2015,Rajanna Sircilla2015,159.0,416892,1,0.2
8670,TG,rajanna sircilla,2016,Rajanna Sircilla2016,160.0,455731,1,0.2
8671,TG,rajanna sircilla,2017,Rajanna Sircilla2017,228.0,498145,1,0.2
8672,TG,rajanna sircilla,2018,Rajanna Sircilla2018,65.5,544441,0,0.2
8692,MP,rajgarh,2000,Rajgarh2000,60.272728,162796,0,0.3
8693,MP,rajgarh,2001,Rajgarh2001,60.866665,174443,0,0.3
8694,MP,rajgarh,2002,Rajgarh2002,11.59375,165346,0,0.3
8696,MP,rajgarh,2004,Rajgarh2004,41.8125,180818,0,0.3
8697,MP,rajgarh,2005,Rajgarh2005,32.266666,189928,0,0.3
8698,MP,rajgarh,2006,Rajgarh2006,53.041668,207243,0,0.3
8699,MP,rajgarh,2007,Rajgarh2007,53.92857,217036,0,0.3
8700,MP,rajgarh,2008,Rajgarh2008,52.371429,244476,0,0.3
8701,MP,rajgarh,2009,Rajgarh2009,45.75,267651,0,0.3
8702,MP,rajgarh,2010,Rajgarh2010,43.785713,281705,0,0.3
8703,MP,rajgarh,2011,Rajgarh2011,58.0,282371,0,0.3
8704,MP,rajgarh,2012,Rajgarh2012,50.214287,306853,0,0.3
8705,MP,rajgarh,2013,Rajgarh2013,57.529411,322598,0,0.3
8706,MP,rajgarh,2014,Rajgarh2014,41.235294,339247,0,0.3
8708,MP,rajgarh,2016,Rajgarh2016,32.411766,419465,0,0.3
8709,MP,rajgarh,2017,Rajgarh2017,51.849998,441956,0,0.3
8710,MP,rajgarh,2018,Rajgarh2018,40.533333,482361,0,0.3
8711,GJ,rajkot,2000,Rajkot2000,37.416668,240428,0,0.29
8713,GJ,rajkot,2002,Rajkot2002,35.785713,282634,0,0.29
8715,GJ,rajkot,2004,Rajkot2004,80.0,305098,0,0.29
8716,GJ,rajkot,2005,Rajkot2005,68.92308,349385,0,0.29
8717,GJ,rajkot,2006,Rajkot2006,73.638885,378934,0,0.29
8718,GJ,rajkot,2007,Rajkot2007,64.333336,423741,0,0.29
8719,GJ,rajkot,2008,Rajkot2008,66.928574,441854,0,0.29
8720,GJ,rajkot,2009,Rajkot2009,60.965519,504289,0,0.29
8721,GJ,rajkot,2010,Rajkot2010,72.030304,559476,0,0.29
8722,GJ,rajkot,2011,Rajkot2011,62.204544,532809,0,0.29
8723,GJ,rajkot,2012,Rajkot2012,47.921051,596659,0,0.29
8724,GJ,rajkot,2013,Rajkot2013,46.275002,641489,0,0.29
8725,GJ,rajkot,2014,Rajkot2014,39.888889,705629,0,0.29
8726,GJ,rajkot,2015,Rajkot2015,56.176472,774775,0,0.29
8727,GJ,rajkot,2016,Rajkot2016,68.627907,843930,0,0.29
8728,GJ,rajkot,2017,Rajkot2017,34.117645,946511,0,0.29
8729,GJ,rajkot,2018,Rajkot2018,63.323528,1034399,0,0.29
8734,CG,rajnandgaon,2004,Rajnandgaon2004,17.166666,88886,0,0.31
8735,CG,rajnandgaon,2005,Rajnandgaon2005,21.950001,90338,0,0.31
8736,CG,rajnandgaon,2006,Rajnandgaon2006,30.0,107524,0,0.31
8737,CG,rajnandgaon,2007,Rajnandgaon2007,31.136364,116215,0,0.31
8738,CG,rajnandgaon,2008,Rajnandgaon2008,58.025002,123840,0,0.31
8739,CG,rajnandgaon,2009,Rajnandgaon2009,55.125,127278,0,0.31
8742,CG,rajnandgaon,2012,Rajnandgaon2012,26.127274,148760,0,0.31
8743,CG,rajnandgaon,2013,Rajnandgaon2013,19.0,163494,0,0.31
8748,CG,rajnandgaon,2018,Rajnandgaon2018,0.0,209211,0,0.31
8749,JK,rajouri,2000,Rajouri2000,8.0,40662,0,0.21
8756,JK,rajouri,2007,Rajouri2007,0.0099999998,54238,0,0.21
8757,JK,rajouri,2008,Rajouri2008,4.7399998,57635,0,0.21
8761,JK,rajouri,2012,Rajouri2012,32.0,67316,0,0.21
8762,JK,rajouri,2013,Rajouri2013,22.0,70536,0,0.21
8763,JK,rajouri,2014,Rajouri2014,20.75,67154,0,0.21
8764,JK,rajouri,2015,Rajouri2015,19.0,80602,0,0.21
8765,JK,rajouri,2016,Rajouri2016,5.8000002,82636,0,0.21
8768,RJ,rajsamand,2000,Rajsamand2000,134.625,192772,0,0.24
8769,RJ,rajsamand,2001,Rajsamand2001,33.157143,214725,0,0.24
8770,RJ,rajsamand,2002,Rajsamand2002,57.676666,188930,0,0.24
8772,RJ,rajsamand,2004,Rajsamand2004,50.549999,227663,0,0.24
8773,RJ,rajsamand,2005,Rajsamand2005,65.5,242955,0,0.24
8774,RJ,rajsamand,2006,Rajsamand2006,55.204762,271552,0,0.24
8775,RJ,rajsamand,2007,Rajsamand2007,88.778946,283923,0,0.24
8776,RJ,rajsamand,2008,Rajsamand2008,69.345001,307800,0,0.24
8777,RJ,rajsamand,2009,Rajsamand2009,32.144001,325739,0,0.24
8778,RJ,rajsamand,2010,Rajsamand2010,72.0,374666,0,0.24
8779,RJ,rajsamand,2011,Rajsamand2011,85.542854,395331,0,0.24
8780,RJ,rajsamand,2012,Rajsamand2012,104.7619,409802,0,0.24
8781,RJ,rajsamand,2013,Rajsamand2013,93.63636,434292,0,0.24
8782,RJ,rajsamand,2014,Rajsamand2014,112.46154,465408,0,0.24
8783,RJ,rajsamand,2015,Rajsamand2015,101.05556,501922,0,0.24
8784,RJ,rajsamand,2016,Rajsamand2016,69.613503,529650,0,0.24
8785,RJ,rajsamand,2017,Rajsamand2017,84.199997,557618,0,0.24
8786,RJ,rajsamand,2018,Rajsamand2018,37.172085,568102,0,0.24
8788,KA,ramanagara,2001,Ramanagara2001,74.300003,331579,0,0.39
8789,KA,ramanagara,2002,Ramanagara2002,24.25,349364,0,0.39
8790,KA,ramanagara,2003,Ramanagara2003,21.275,356168,0,0.39
8791,KA,ramanagara,2004,Ramanagara2004,33.799999,355688,0,0.39
8792,KA,ramanagara,2005,Ramanagara2005,16.0,392283,0,0.39
8793,KA,ramanagara,2006,Ramanagara2006,22.976471,433070,0,0.39
8796,KA,ramanagara,2009,Ramanagara2009,57.07143,522218,0,0.39
8797,KA,ramanagara,2010,Ramanagara2010,41.18182,575918,0,0.39
8799,KA,ramanagara,2012,Ramanagara2012,49.5,593192,0,0.39
8800,KA,ramanagara,2013,Ramanagara2013,47.799999,646787,0,0.39
8801,KA,ramanagara,2014,Ramanagara2014,14.70713,671283,0,0.39
8803,KA,ramanagara,2016,Ramanagara2016,55.129601,851394,0,0.39
8804,KA,ramanagara,2017,Ramanagara2017,17.607143,915642,0,0.39
8805,KA,ramanagara,2018,Ramanagara2018,29.760019,974815,0,0.39
8806,TN,ramanathapuram,2000,Ramanathapuram2000,66.352943,347192,0,0.25
8807,TN,ramanathapuram,2001,Ramanathapuram2001,52.04348,340466,0,0.25
8808,TN,ramanathapuram,2002,Ramanathapuram2002,39.366665,342169,0,0.25
8810,TN,ramanathapuram,2004,Ramanathapuram2004,67.25,355389,0,0.25
8811,TN,ramanathapuram,2005,Ramanathapuram2005,5.7238097,406671,0,0.25
8812,TN,ramanathapuram,2006,Ramanathapuram2006,43.5,470351,0,0.25
8813,TN,ramanathapuram,2007,Ramanathapuram2007,22.133333,499814,0,0.25
8815,TN,ramanathapuram,2009,Ramanathapuram2009,68.0,581337,0,0.25
8816,TN,ramanathapuram,2010,Ramanathapuram2010,53.400002,660622,0,0.25
8817,TN,ramanathapuram,2011,Ramanathapuram2011,36.846153,674478,0,0.25
8818,TN,ramanathapuram,2012,Ramanathapuram2012,45.0,709343,0,0.25
8819,TN,ramanathapuram,2013,Ramanathapuram2013,64.615387,750416,0,0.25
8820,TN,ramanathapuram,2014,Ramanathapuram2014,70.400002,791915,0,0.25
8821,TN,ramanathapuram,2015,Ramanathapuram2015,92.307693,862437,0,0.25
8822,TN,ramanathapuram,2016,Ramanathapuram2016,48.983334,922084,0,0.25
8823,TN,ramanathapuram,2017,Ramanathapuram2017,46.0,1000308,0,0.25
8824,TN,ramanathapuram,2018,Ramanathapuram2018,51.216667,1071602,0,0.25
8837,JH,ramgarh,2012,Ramgarh2012,30.5,149526,0,0.18
8844,UP,rampur,2000,Rampur2000,5.3333335,387943,0,0.21
8845,UP,rampur,2001,Rampur2001,28.444445,395002,0,0.21
8860,UP,rampur,2016,Rampur2016,0.40000001,888453,0,0.21
8868,JH,ranchi,2005,Ranchi2005,24.0,94535,0,0.34
8869,JH,ranchi,2006,Ranchi2006,14.351666,96119,0,0.34
8875,JH,ranchi,2012,Ranchi2012,0.35999998,149526,0,0.34
8876,JH,ranchi,2013,Ranchi2013,1.3529412,150609,0,0.34
8882,TG,ranga reddy,2000,Ranga Reddy2000,106.2,153268,0,0.31
8883,TG,ranga reddy,2001,Ranga Reddy2001,115.375,160218,0,0.31
8884,TG,ranga reddy,2002,Ranga Reddy2002,76.755554,163864,0,0.31
8885,TG,ranga reddy,2003,Ranga Reddy2003,95.75,179919,0,0.31
8886,TG,ranga reddy,2004,Ranga Reddy2004,100.0,166301,0,0.31
8887,TG,ranga reddy,2005,Ranga Reddy2005,93.714287,193010,0,0.31
8888,TG,ranga reddy,2006,Ranga Reddy2006,119.5,214290,0,0.31
8889,TG,ranga reddy,2007,Ranga Reddy2007,78.419998,236096,0,0.31
8890,TG,ranga reddy,2008,Ranga Reddy2008,49.619999,268272,0,0.31
8891,TG,ranga reddy,2009,Ranga Reddy2009,111.525,268998,0,0.31
8892,TG,ranga reddy,2010,Ranga Reddy2010,51.099998,316560,0,0.31
8893,TG,ranga reddy,2011,Ranga Reddy2011,71.650002,325139,0,0.31
8894,TG,ranga reddy,2012,Ranga Reddy2012,70.944443,334205,0,0.31
8895,TG,ranga reddy,2013,Ranga Reddy2013,62.842106,349593,0,0.31
8896,TG,ranga reddy,2014,Ranga Reddy2014,63.700001,372897,0,0.31
8897,TG,ranga reddy,2015,Ranga Reddy2015,101.21429,416892,0,0.31
8898,TG,ranga reddy,2016,Ranga Reddy2016,103.41666,455731,0,0.31
8899,TG,ranga reddy,2017,Ranga Reddy2017,72.583336,498145,0,0.31
8900,TG,ranga reddy,2018,Ranga Reddy2018,96.889473,544441,0,0.31
8901,MP,ratlam,2000,Ratlam2000,70.014282,162796,0,0.21
8902,MP,ratlam,2001,Ratlam2001,42.583332,174443,0,0.21
8903,MP,ratlam,2002,Ratlam2002,30.5,165346,0,0.21
8905,MP,ratlam,2004,Ratlam2004,28.181818,180818,0,0.21
8906,MP,ratlam,2005,Ratlam2005,49.176472,189928,0,0.21
8907,MP,ratlam,2006,Ratlam2006,55.275002,207243,0,0.21
8908,MP,ratlam,2007,Ratlam2007,36.925926,217036,0,0.21
8909,MP,ratlam,2008,Ratlam2008,72.0,244476,0,0.21
8910,MP,ratlam,2009,Ratlam2009,46.542107,267651,0,0.21
8911,MP,ratlam,2010,Ratlam2010,33.923889,281705,0,0.21
8912,MP,ratlam,2011,Ratlam2011,0.30000001,282371,0,0.21
8913,MP,ratlam,2012,Ratlam2012,45.047619,306853,0,0.21
8914,MP,ratlam,2013,Ratlam2013,87.416664,322598,0,0.21
8915,MP,ratlam,2014,Ratlam2014,82.166664,339247,0,0.21
8916,MP,ratlam,2015,Ratlam2015,27.583334,370716,0,0.21
8917,MP,ratlam,2016,Ratlam2016,44.666668,419465,0,0.21
8918,MP,ratlam,2017,Ratlam2017,51.32,441956,0,0.21
8919,MP,ratlam,2018,Ratlam2018,47.625,482361,0,0.21
8920,MH,ratnagiri,2000,Ratnagiri2000,1.1513513,558786,0,0.25
8921,MH,ratnagiri,2001,Ratnagiri2001,4.1975002,578527,0,0.25
8922,MH,ratnagiri,2002,Ratnagiri2002,6.7888889,618422,0,0.25
8924,MH,ratnagiri,2004,Ratnagiri2004,5.1072221,632587,0,0.25
8925,MH,ratnagiri,2005,Ratnagiri2005,6.0369697,724237,0,0.25
8926,MH,ratnagiri,2006,Ratnagiri2006,8.5243244,823993,0,0.25
8927,MH,ratnagiri,2007,Ratnagiri2007,3.7583332,919898,0,0.25
8928,MH,ratnagiri,2008,Ratnagiri2008,4.343226,934347,0,0.25
8929,MH,ratnagiri,2009,Ratnagiri2009,7.7892857,1024622,0,0.25
8930,MH,ratnagiri,2010,Ratnagiri2010,3.0465117,1141365,0,0.25
8931,MH,ratnagiri,2011,Ratnagiri2011,6.6054053,1126595,0,0.25
8932,MH,ratnagiri,2012,Ratnagiri2012,6.9206667,1189711,0,0.25
8933,MH,ratnagiri,2013,Ratnagiri2013,3.5578947,1267551,0,0.25
8934,MH,ratnagiri,2014,Ratnagiri2014,2.0958333,1345341,0,0.25
8935,MH,ratnagiri,2015,Ratnagiri2015,8.8000002,1452513,0,0.25
8936,MH,ratnagiri,2016,Ratnagiri2016,7.5526314,1596121,0,0.25
8937,MH,ratnagiri,2017,Ratnagiri2017,31.313513,1661065,0,0.25
8938,MH,ratnagiri,2018,Ratnagiri2018,3.5890741,1728578,0,0.25
8939,OD,rayagada,2000,Rayagada2000,6.6490002,108601,0,0.24
8941,OD,rayagada,2002,Rayagada2002,7.9827271,114385,0,0.24
8942,OD,rayagada,2003,Rayagada2003,8.1529999,131087,0,0.24
8943,OD,rayagada,2004,Rayagada2004,8.2111111,141908,0,0.24
8957,OD,rayagada,2018,Rayagada2018,0.0,338339,0,0.24
8996,MP,rewa,2000,Rewa2000,2.0,162796,0,0.26
8997,MP,rewa,2001,Rewa2001,22.360001,174443,0,0.26
8998,MP,rewa,2002,Rewa2002,24.576923,165346,0,0.26
9000,MP,rewa,2004,Rewa2004,26.950001,180818,0,0.26
9001,MP,rewa,2005,Rewa2005,24.99,189928,0,0.26
9002,MP,rewa,2006,Rewa2006,25.0,207243,0,0.26
9003,MP,rewa,2007,Rewa2007,19.512196,217036,0,0.26
9004,MP,rewa,2008,Rewa2008,25.107143,244476,0,0.26
9005,MP,rewa,2009,Rewa2009,20.370371,267651,0,0.26
9006,MP,rewa,2010,Rewa2010,14.6,281705,0,0.26
9007,MP,rewa,2011,Rewa2011,15.724138,282371,0,0.26
9008,MP,rewa,2012,Rewa2012,23.193571,306853,0,0.26
9009,MP,rewa,2013,Rewa2013,30.034483,322598,0,0.26
9010,MP,rewa,2014,Rewa2014,36.448277,339247,0,0.26
9011,MP,rewa,2015,Rewa2015,50.833332,370716,0,0.26
9012,MP,rewa,2016,Rewa2016,19.9,419465,0,0.26
9013,MP,rewa,2017,Rewa2017,23.625,441956,0,0.26
9014,MP,rewa,2018,Rewa2018,26.1,482361,0,0.26
9015,HR,rewari,2000,Rewari2000,32.142857,125977,0,0.32
9016,HR,rewari,2001,Rewari2001,5.0,135708,0,0.32
9017,HR,rewari,2002,Rewari2002,46.727272,144027,0,0.32
9019,HR,rewari,2004,Rewari2004,103.09091,157600,0,0.32
9020,HR,rewari,2005,Rewari2005,84.75,171837,0,0.32
9021,HR,rewari,2006,Rewari2006,74.0,191375,0,0.32
9022,HR,rewari,2007,Rewari2007,113.66364,206356,0,0.32
9023,HR,rewari,2008,Rewari2008,104.63636,222244,0,0.32
9024,HR,rewari,2009,Rewari2009,525.33331,250013,1,0.32
9025,HR,rewari,2010,Rewari2010,42.5,266962,0,0.32
9026,HR,rewari,2011,Rewari2011,72.555557,271152,0,0.32
9027,HR,rewari,2012,Rewari2012,165.71428,289756,1,0.32
9028,HR,rewari,2013,Rewari2013,88.800003,314931,0,0.32
9029,HR,rewari,2014,Rewari2014,54.799999,333359,0,0.32
9031,HR,rewari,2016,Rewari2016,180.36363,412055,1,0.32
9032,HR,rewari,2017,Rewari2017,33.200001,434407,0,0.32
9033,HR,rewari,2018,Rewari2018,16.77,470328,0,0.32
9048,ML,ri bhoi,2014,Ri Bhoi2014,5.4000001,17893,0,0.19
9049,ML,ri bhoi,2015,Ri Bhoi2015,0.69999999,18330,0,0.19
9050,ML,ri bhoi,2016,Ri Bhoi2016,0.69999999,19295,0,0.19
9051,ML,ri bhoi,2017,Ri Bhoi2017,1.7443,19964,0,0.19
9052,ML,ri bhoi,2018,Ri Bhoi2018,2.7982571,20968,0,0.19
9053,HR,rohtak,2000,Rohtak2000,28.25625,125977,0,0.28
9055,HR,rohtak,2002,Rohtak2002,17.0,144027,0,0.28
9057,HR,rohtak,2004,Rohtak2004,267.35626,157600,1,0.28
9058,HR,rohtak,2005,Rohtak2005,107.5875,171837,0,0.28
9060,HR,rohtak,2007,Rohtak2007,60.142857,206356,0,0.28
9061,HR,rohtak,2008,Rohtak2008,106.1375,222244,0,0.28
9062,HR,rohtak,2009,Rohtak2009,169.25,250013,1,0.28
9063,HR,rohtak,2010,Rohtak2010,286.14285,266962,1,0.28
9064,HR,rohtak,2011,Rohtak2011,66.475624,271152,0,0.28
9065,HR,rohtak,2012,Rohtak2012,194.27692,289756,1,0.28
9066,HR,rohtak,2013,Rohtak2013,109.69385,314931,0,0.28
9067,HR,rohtak,2014,Rohtak2014,123.82462,333359,0,0.28
9068,HR,rohtak,2015,Rohtak2015,99.356155,372700,0,0.28
9069,HR,rohtak,2016,Rohtak2016,108.04166,412055,0,0.28
9070,HR,rohtak,2017,Rohtak2017,61.883636,434407,0,0.28
9071,HR,rohtak,2018,Rohtak2018,65.607269,470328,0,0.28
9085,BR,rohtas,2013,Rohtas2013,14.9,246915,0,0.23
9088,BR,rohtas,2016,Rohtas2016,12.73375,289265,0,0.23
9091,PB,rupnagar,2000,Rupnagar2000,27.631578,144508,0,0.31
9092,PB,rupnagar,2001,Rupnagar2001,5.0,146390,0,0.31
9093,PB,rupnagar,2002,Rupnagar2002,34.1535,148885,0,0.31
9095,PB,rupnagar,2004,Rupnagar2004,17.755556,158285,0,0.31
9096,PB,rupnagar,2005,Rupnagar2005,35.784615,166046,0,0.31
9097,PB,rupnagar,2006,Rupnagar2006,24.583334,183954,0,0.31
9098,PB,rupnagar,2007,Rupnagar2007,24.733334,199884,0,0.31
9099,PB,rupnagar,2008,Rupnagar2008,46.258888,210965,0,0.31
9100,PB,rupnagar,2009,Rupnagar2009,21.641001,224441,0,0.31
9101,PB,rupnagar,2010,Rupnagar2010,42.536366,238938,0,0.31
9102,PB,rupnagar,2011,Rupnagar2011,19.272728,239227,0,0.31
9103,PB,rupnagar,2012,Rupnagar2012,28.166666,251813,0,0.31
9104,PB,rupnagar,2013,Rupnagar2013,12.003333,267515,0,0.31
9105,PB,rupnagar,2014,Rupnagar2014,12.150833,278485,0,0.31
9106,PB,rupnagar,2015,Rupnagar2015,41.606998,294895,0,0.31
9107,PB,rupnagar,2016,Rupnagar2016,41.25,315783,0,0.31
9108,PB,rupnagar,2017,Rupnagar2017,21.512501,335057,0,0.31
9109,PB,rupnagar,2018,Rupnagar2018,55.631714,353942,0,0.31
9110,PB,s.a.s nagar,2000,S.A.S Nagar2000,4.0,144508,0,0.36
9112,PB,s.a.s nagar,2002,S.A.S Nagar2002,6.1999998,148885,0,0.36
9114,PB,s.a.s nagar,2004,S.A.S Nagar2004,5.5,158285,0,0.36
9115,PB,s.a.s nagar,2005,S.A.S Nagar2005,37.0,166046,0,0.36
9116,PB,s.a.s nagar,2006,S.A.S Nagar2006,6.0,183954,0,0.36
9117,PB,s.a.s nagar,2007,S.A.S Nagar2007,8.0,199884,0,0.36
9118,PB,s.a.s nagar,2008,S.A.S Nagar2008,3.04,210965,0,0.36
9119,PB,s.a.s nagar,2009,S.A.S Nagar2009,0.51999998,224441,0,0.36
9120,PB,s.a.s nagar,2010,S.A.S Nagar2010,13.0,238938,0,0.36
9121,PB,s.a.s nagar,2011,S.A.S Nagar2011,7.0,239227,0,0.36
9124,PB,s.a.s nagar,2014,S.A.S Nagar2014,22.0,278485,0,0.36
9125,PB,s.a.s nagar,2015,S.A.S Nagar2015,0.0,294895,0,0.36
9129,GJ,sabar kantha,2000,Sabar Kantha2000,53.564999,240428,0,0.22
9131,GJ,sabar kantha,2002,Sabar Kantha2002,43.0,282634,0,0.22
9133,GJ,sabar kantha,2004,Sabar Kantha2004,37.666668,305098,0,0.22
9134,GJ,sabar kantha,2005,Sabar Kantha2005,71.490906,349385,0,0.22
9135,GJ,sabar kantha,2006,Sabar Kantha2006,73.714287,378934,0,0.22
9136,GJ,sabar kantha,2007,Sabar Kantha2007,84.875,423741,0,0.22
9137,GJ,sabar kantha,2008,Sabar Kantha2008,91.083336,441854,0,0.22
9138,GJ,sabar kantha,2009,Sabar Kantha2009,131.33333,504289,0,0.22
9139,GJ,sabar kantha,2010,Sabar Kantha2010,108.31579,559476,0,0.22
9140,GJ,sabar kantha,2011,Sabar Kantha2011,89.199997,532809,0,0.22
9141,GJ,sabar kantha,2012,Sabar Kantha2012,85.370369,596659,0,0.22
9142,GJ,sabar kantha,2013,Sabar Kantha2013,90.481483,641489,0,0.22
9143,GJ,sabar kantha,2014,Sabar Kantha2014,85.896553,705629,0,0.22
9144,GJ,sabar kantha,2015,Sabar Kantha2015,79.5625,774775,0,0.22
9145,GJ,sabar kantha,2016,Sabar Kantha2016,78.028572,843930,0,0.22
9146,GJ,sabar kantha,2017,Sabar Kantha2017,95.228569,946511,0,0.22
9147,GJ,sabar kantha,2018,Sabar Kantha2018,85.783783,1034399,0,0.22
9148,MP,sagar,2000,Sagar2000,28.48963,162796,0,0.26
9149,MP,sagar,2001,Sagar2001,73.60714,174443,0,0.26
9150,MP,sagar,2002,Sagar2002,53.533333,165346,0,0.26
9152,MP,sagar,2004,Sagar2004,54.087502,180818,0,0.26
9153,MP,sagar,2005,Sagar2005,47.23077,189928,0,0.26
9154,MP,sagar,2006,Sagar2006,62.458332,207243,0,0.26
9155,MP,sagar,2007,Sagar2007,12.971429,217036,0,0.26
9156,MP,sagar,2008,Sagar2008,69.760002,244476,0,0.26
9157,MP,sagar,2009,Sagar2009,69.0,267651,0,0.26
9158,MP,sagar,2010,Sagar2010,41.208332,281705,0,0.26
9159,MP,sagar,2011,Sagar2011,57.551723,282371,0,0.26
9160,MP,sagar,2012,Sagar2012,56.807693,306853,0,0.26
9161,MP,sagar,2013,Sagar2013,39.923077,322598,0,0.26
9162,MP,sagar,2014,Sagar2014,23.200001,339247,0,0.26
9163,MP,sagar,2015,Sagar2015,47.71875,370716,0,0.26
9164,MP,sagar,2016,Sagar2016,42.483871,419465,0,0.26
9165,MP,sagar,2017,Sagar2017,28.682926,441956,0,0.26
9166,MP,sagar,2018,Sagar2018,25.25,482361,0,0.26
9167,UP,saharanpur,2000,Saharanpur2000,2.1666667,387943,0,0.26
9168,UP,saharanpur,2001,Saharanpur2001,14.742857,395002,0,0.26
9183,UP,saharanpur,2016,Saharanpur2016,8.6263161,888453,0,0.26
9185,UP,saharanpur,2018,Saharanpur2018,0.0,949184,0,0.26
9199,BR,saharsa,2013,Saharsa2013,12.672728,246915,0,0.23
9202,BR,saharsa,2016,Saharsa2016,9.9250002,289265,0,0.23
9217,JH,sahebganj,2012,Sahebganj2012,0.87,149526,0,0.23
